protein	ionm	id	uid	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtmin	rtmax	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fa4p	fa4c	fa4u	fullhgroup	mhgroup	uhgroup	phgroup	hgcc	cc	hgfa	ccfa	adduct	mz_theoretical	ppm	set0	set1	set2	screen	exp_date	domain	lit	lcb_pref	manual_id0	comment	manual_id1	manual_id2	invivo_585_681
OBP2A	pos	6	641	692.6141	692.617956475309	2600000	III.2	unknown	9.85	9.8647	9.52	10.41	DAG			40.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG	unknown	DAG	DAG	DAG(40:3)	40:3	NA	NA	[M+NH4]+	692.6187255533307	-1.1103916098454265	True	True	False	A	2015-04-12	lipocalin	False	False	[M+NH4]+: Diacylglycerol (40:3)	manually checked spectrum	[M+NH4]+: Diacylglycerol (40:3)		NaN
OBP2A	pos	7	642	904.8289	904.833938087315	1100000	III.2	unknown	16.49	16.408306	11.47	16.86	TAG			54.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	TAG	unknown	TAG	TAG	TAG(54:2)	54:2	NA	NA	[M+NH4]+	904.8327755533307	1.284805342673153	True	True	False	A	2015-04-12	lipocalin	False	False	[M+NH4]+: Triacylglycerol (54:2)	manually checked spectrum	[M+NH4]+: Triacylglycerol (54:2)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	Cer		d	42.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	unknown	dCer	Cer	Cer(d42:5)	42:5	NA	NA	[M+Na]+	664.5639157020908	-53.74295659287564	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	Cer		DH	33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-PE	unknown	DHCer-PE	Cer	Cer-PE(DH33:1)	33:1	NA	NA	[M+NH4]+	664.5388005652907	-15.951653787062073	False	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	SM		DH	30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHSM	unknown	DHSM	SM	SM(DH30:1)	30:1	NA	NA	[M+NH4]+	664.5388005652907	-15.951653787062073	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	Cer		t	41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	tCer	unknown	tCer	Cer	Cer(t41:6)	41:6	NA	NA	[M+Na]+	664.5275307020908	1.007287575459108	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	PC		O	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	unknown	PC-O	PC	PC(O-28:0)	28:0	NA	NA	[M+H]+	664.52756946677	0.9489533240042793	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	Cer		DH	42.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	unknown	DHCer	Cer	Cer(DH42:5)	42:5	NA	NA	[M+Na]+	664.5639159830907	-53.74337940379819	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	SM		d	30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dSM	unknown	dSM	SM	SM(d30:1)	30:1	NA	NA	[M+NH4]+	664.5388005533307	-15.95163578995156	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	PC	Lyso		28.0	0.0		28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Lyso-PC	unknown	Lyso-PC	PC	Lyso-PC(28:0)	28:0	Lyso-PC(28:0)	28:0	[M+H]+	664.52756719041	0.9523788587010513	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	PE		O	31.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	unknown	PE-O	PE	PE(O-31:0)	31:0	NA	NA	[M+H]+	664.52756946677	0.9489533240042793	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	Cer		d	33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer-PE	unknown	dCer-PE	Cer	Cer-PE(d33:1)	33:1	NA	NA	[M+NH4]+	664.5388005533307	-15.95163578995156	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	Cer		d	41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer-OH	unknown	dCer-OH	Cer	Cer(d41:6-OH)	41:6	NA	NA	[M+Na]+	664.5275304731507	1.0076320913336252	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	DAG			38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG	unknown	DAG	DAG	DAG(38:3)	38:3	NA	NA	[M+NH4]+	664.5874510360708	-89.15450263531133	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	Cer		DH	41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-OH	unknown	DHCer-OH	Cer	Cer(DH41:6-OH)	41:6	NA	NA	[M+Na]+	664.5275304731507	1.0076320913336252	False	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	8	643	664.5245	664.528200072416	1100000	III.2	unknown	8.76	8.7220427	8.35	9.26	PA		O	33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	unknown	PA-O	PA	PA(O-33:1)	33:1	NA	NA	[M+NH4]+	664.5275671759907	0.9524005572085829	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d30:1); Sphingomyelin (DH30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d33:1) /// [M+Na]+: Ceramide (t41:6); Ceramide (d41:6-OH); Ceramide (d42:5); Ceramide (DH42:5)	manually checked spectrum	[M+H]+: Lysophosphatidylcholine (28:0); Phosphatidylethanolamine (O-31:0); Phosphatidylcholine (O-28:0) /// [M+NH4]+: Phosphatidate (O-33:1); Sphingomyelin (d*30:1); Diacylglycerol (38:3); Ceramide phosphoethanolamine (d*33:1) /// [M+Na]+: Ceramide (t*41:6); Ceramide (d*42:5)		NaN
OBP2A	pos	9	644	932.8608	932.865994168935	980000	III.2	unknown	17.17	17.158646	17.01	17.35	TAG			56.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	TAG	unknown	TAG	TAG	TAG(56:2)	56:2	NA	NA	[M+NH4]+	932.8640865533307	2.0449019656697724	True	True	False	A	2015-04-12	lipocalin	False	False	[M+NH4]+: Triacylglycerol (56:2)	manually checked spectrum	[M+NH4]+: Triacylglycerol (56:2)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	SM		DH	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHSM	unknown	DHSM	SM	SM(DH28:0)	28:0	NA	NA	[M+NH4]+	638.5231505007707	-14.400848045215827	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	Cer		d	39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer-OH	unknown	dCer-OH	Cer	Cer(d39:5-OH)	39:5	NA	NA	[M+Na]+	638.5118804086308	3.2494575902401888	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	Cer		DH	39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-OH	unknown	DHCer-OH	Cer	Cer(DH39:5-OH)	39:5	NA	NA	[M+Na]+	638.5118804086308	3.2494575902401888	False	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	Cer		DH	31.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-PE	unknown	DHCer-PE	Cer	Cer-PE(DH31:0)	31:0	NA	NA	[M+NH4]+	638.5231505007707	-14.400848045215827	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	Cer		d	42.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	unknown	dCer	Cer	Cer(d42:7)	42:7	NA	NA	[M+H]+	638.55067146677	-57.499337959650035	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	Cer		DH	40.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	unknown	DHCer	Cer	Cer(DH40:4)	40:4	NA	NA	[M+Na]+	638.5482659185708	-53.73234020833682	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	Cer		t	39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	tCer	unknown	tCer	Cer	Cer(t39:5)	39:5	NA	NA	[M+Na]+	638.5118807020907	3.2489979889228873	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	DAG			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG	unknown	DAG	DAG	DAG(36:2)	36:2	NA	NA	[M+NH4]+	638.5717895533307	-90.56824678113031	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
OBP2A	pos	10	645	638.5104	638.513955225907	950000	III.2	unknown	8.46	8.4305622	8.09	8.78	PA		O	31.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	unknown	PA-O	PA	PA(O-31:0)	31:0	NA	NA	[M+NH4]+	638.5119171114708	3.191975563200015	True	True	False	A	2015-04-12	lipocalin	False	False	[M+H]+: Ceramide (d42:7); Ceramide (DH42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (d31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t39:5); Ceramide (d39:5-OH); Ceramide (d40:4); Ceramide (DH40:4)	manually checked spectrum	[M+H]+: Ceramide (d*42:7) /// [M+NH4]+: Sphingomyelin (DH28:0); Ceramide phosphoethanolamine (DH31:0); Phosphatidate (O-31:0); Diacylglycerol (36:2) /// [M+Na]+: Ceramide (t*39:5); Ceramide (d*40:4)		NaN
